Humedal,Comuna,Cuenca,Percentil_empirico,Acumulado_corregido_mm,Anomalia_pct,Susceptibilidad_inundacion,Amenaza_inundacion,Clase_amenaza,Retencion_suelo,Fuente_suelo
Sin información,Cabildo,Rio Ligua,87.5,99.1,134.8,0.6,0.45,Muy Alta,0.717,FAO
Sin información,Papudo,Rio Ligua,87.5,96.9,211.7,0.514,0.386,Alta,0.671,CIREN
Sin información,Cabildo,Rio Ligua,87.5,99.1,134.8,0.386,0.29,Moderada,0.752,CIREN
Sin información,Cabildo,Rio Ligua,87.5,99.1,134.8,0.408,0.306,Moderada,0.469,CIREN
Sin información,Cabildo,Rio Ligua,87.5,88.3,109.2,0.49,0.367,Alta,0.74,CIREN
Sin información,Cabildo,Rio Ligua,87.5,88.3,109.2,0.489,0.367,Alta,0.469,CIREN
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.368,0.253,Baja,0.2,CIREN
Sin información,Cabildo,Rio Ligua,87.5,88.3,109.2,0.414,0.31,Moderada,0.331,CIREN
Sin información,Cabildo,Rio Ligua,87.5,88.3,109.2,0.516,0.387,Alta,0.553,FAO
Sin información,La Ligua,Rio Ligua,93.8,115.0,270.0,0.546,0.478,Muy Alta,0.633,CIREN
Sin información,Cabildo,Rio Ligua,87.5,88.3,109.2,0.376,0.282,Baja,0.442,CIREN
Sin información,Cabildo,Rio Ligua,87.5,88.3,109.2,0.423,0.317,Moderada,0.553,FAO
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.517,0.356,Alta,0.553,FAO
Sin información,Cabildo,Rio Ligua,87.5,99.8,136.5,0.454,0.341,Alta,0.621,CIREN
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.36,0.248,Baja,0.25,CIREN
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.414,0.284,Baja,0.553,FAO
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.401,0.276,Baja,0.469,CIREN
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.475,0.327,Moderada,0.553,FAO
Sin información,La Ligua,Rio Petorca,93.8,115.0,270.0,0.34,0.298,Moderada,0.321,CIREN
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.442,0.304,Moderada,0.42,CIREN
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.412,0.284,Baja,0.461,FAO
Sin información,Cabildo,Rio Ligua,84.4,89.7,81.5,0.41,0.282,Baja,0.461,FAO
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.45,0.31,Moderada,0.521,CIREN
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.488,0.336,Alta,0.271,CIREN
Sin información,La Ligua,Rio Petorca,93.8,115.0,270.0,0.441,0.387,Alta,0.442,CIREN
Sin información,Cabildo,Rio Ligua,84.4,89.7,81.5,0.379,0.26,Baja,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,99.8,136.5,0.414,0.31,Moderada,0.231,CIREN
Sin información,La Ligua,Costeras Quilimari-Petorca,90.6,97.7,278.5,0.438,0.356,Alta,0.236,FAO
Sin información,La Ligua,Rio Petorca,93.8,115.0,270.0,0.462,0.404,Muy Alta,0.553,FAO
Sin información,Cabildo,Rio Ligua,84.4,89.7,81.5,0.44,0.303,Moderada,0.461,FAO
Sin información,Cabildo,Rio Ligua,87.5,102.3,148.3,0.556,0.417,Muy Alta,0.321,CIREN
Sin información,Cabildo,Rio Ligua,87.5,102.3,148.3,0.476,0.357,Alta,0.544,CIREN
Sin información,Cabildo,Rio Ligua,87.5,102.3,148.3,0.42,0.315,Moderada,0.42,CIREN
Sin información,La Ligua,Rio Petorca,87.5,91.0,183.0,0.41,0.307,Moderada,0.469,CIREN
Sin información,La Ligua,Rio Petorca,87.5,94.0,192.3,0.385,0.289,Moderada,0.0,CIREN
Sin información,Petorca,Rio Petorca,87.5,94.7,122.9,0.518,0.389,Alta,0.25,CIREN
Sin información,Petorca,Rio Petorca,87.5,94.7,122.9,0.382,0.286,Baja,0.25,CIREN
Sin información,Petorca,Rio Petorca,87.5,94.7,122.9,0.405,0.304,Moderada,0.442,CIREN
Sin información,La Ligua,Rio Petorca,87.5,91.0,183.0,0.262,0.196,Muy Baja,0.442,CIREN
Sin información,Petorca,Rio Petorca,87.5,94.7,122.9,0.479,0.359,Alta,0.25,CIREN
Sin información,La Ligua,Rio Petorca,87.5,94.0,192.3,0.485,0.364,Alta,0.442,CIREN
Sin información,La Ligua,Rio Petorca,87.5,94.0,192.3,0.676,0.507,Muy Alta,0.717,FAO
Sin información,La Ligua,Costeras Quilimari-Petorca,90.6,97.7,278.5,0.539,0.438,Muy Alta,0.717,FAO
Sin información,La Ligua,Rio Petorca,87.5,94.0,192.3,0.499,0.374,Alta,0.442,CIREN
Sin información,La Ligua,Rio Petorca,87.5,91.0,183.0,0.656,0.492,Muy Alta,0.717,FAO
Sin información,Petorca,Rio Petorca,87.5,100.5,136.5,0.509,0.382,Alta,0.717,FAO
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.539,0.371,Alta,0.717,FAO
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.505,0.347,Alta,0.717,FAO
Sin información,Petorca,Rio Petorca,87.5,87.8,113.1,0.581,0.436,Muy Alta,0.544,CIREN
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.355,0.244,Baja,0.461,FAO
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.301,0.207,Muy Baja,0.544,CIREN
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.314,0.216,Muy Baja,0.544,CIREN
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.522,0.359,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.454,0.312,Moderada,0.544,CIREN
Sin información,Petorca,Rio Petorca,84.4,83.1,95.6,0.485,0.333,Alta,0.621,CIREN
Sin información,Petorca,Rio Petorca,87.5,87.8,113.1,0.524,0.393,Alta,0.544,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,62.5,50.2,16.5,0.349,0.087,Muy Baja,0.307,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,81.2,62.4,53.1,0.53,0.331,Moderada,0.717,FAO
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,101.3,148.6,0.929,0.697,Muy Alta,0.717,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.464,0.319,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.544,0.374,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.732,0.366,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.771,0.386,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.782,0.488,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,72.7,63.8,0.546,0.376,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.757,0.568,Muy Alta,0.461,FAO
Sin información,Santa María,Rio Aconcagua,87.5,111.6,135.5,0.62,0.465,Muy Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.574,0.431,Muy Alta,0.461,FAO
Sin información,Cabildo,Rio Ligua,87.5,117.9,157.7,0.796,0.597,Muy Alta,0.461,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,62.5,50.2,16.5,0.326,0.082,Muy Baja,0.35,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,62.5,50.2,16.5,0.473,0.118,Muy Baja,0.35,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,62.5,50.2,16.5,0.475,0.119,Muy Baja,0.483,CIREN
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,62.5,50.2,16.5,0.656,0.164,Muy Baja,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,62.5,50.2,16.5,0.625,0.156,Muy Baja,0.717,FAO
Sin información,Santo Domingo,Costeras entre  Maipo y Rapel,75.0,61.3,42.3,0.487,0.243,Baja,0.6,CIREN
Laguna Sector Industrial,Cartagena,Costeras entre Aconcagua y Maipo,81.2,64.5,58.3,0.524,0.327,Moderada,0.717,FAO
Sin información,El Tabo,Costeras entre Aconcagua y Maipo,81.2,64.5,58.3,0.421,0.263,Baja,0.379,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.433,0.325,Moderada,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,79.2,104.5,0.538,0.404,Muy Alta,0.329,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,87.5,94.8,144.8,0.482,0.361,Alta,0.55,CIREN
Sin información,Casablanca,Costeras entre Aconcagua y Maipo,90.6,119.2,207.8,0.436,0.354,Alta,0.363,CIREN
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,90.6,119.8,194.0,0.662,0.537,Muy Alta,0.55,CIREN
Sin información,Valparaíso,Costeras entre Aconcagua y Maipo,93.8,142.3,267.4,0.503,0.44,Muy Alta,0.329,CIREN
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,90.6,119.8,194.0,0.444,0.36,Alta,0.55,CIREN
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,90.6,119.8,194.0,0.736,0.598,Muy Alta,0.717,FAO
Sin información,Quilpué,Costeras entre Aconcagua y Maipo,90.6,119.8,194.0,0.644,0.523,Muy Alta,0.229,CIREN
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.276,0.19,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.527,0.363,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.5,0.344,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.498,0.342,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.587,0.404,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.419,0.288,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.517,0.356,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.585,0.403,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.562,0.386,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.865,0.595,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.454,0.313,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.444,0.305,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.429,0.295,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.434,0.299,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.475,0.327,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.391,0.269,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.523,0.36,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.412,0.206,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.348,0.174,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.672,0.462,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.416,0.287,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.434,0.217,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.236,0.163,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.365,0.182,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.608,0.304,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.412,0.206,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.489,0.244,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.286,0.143,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.538,0.269,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.453,0.227,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.459,0.23,Baja,0.461,FAO
Sin información,Limache,Rio Aconcagua,93.8,125.7,225.3,0.413,0.362,Alta,0.417,CIREN
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.549,0.274,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.562,0.281,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.558,0.384,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.442,0.221,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,138.9,121.8,0.482,0.331,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.388,0.242,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.45,0.225,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,84.4,72.7,63.8,0.515,0.354,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.499,0.25,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.414,0.258,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.511,0.255,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.624,0.312,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.692,0.432,Muy Alta,0.461,FAO
Sin información,Limache,Rio Aconcagua,93.8,134.4,247.8,0.326,0.286,Baja,0.383,CIREN
Sin información,Limache,Rio Aconcagua,93.8,134.4,247.8,0.535,0.469,Muy Alta,0.717,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.376,0.188,Muy Baja,0.461,FAO
Sin información,Olmué,Rio Aconcagua,93.8,157.8,218.5,0.48,0.42,Muy Alta,0.55,CIREN
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.428,0.214,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.367,0.183,Muy Baja,0.461,FAO
Sin información,Olmué,Rio Aconcagua,93.8,134.4,247.8,0.398,0.349,Alta,0.239,CIREN
Sin información,Limache,Rio Aconcagua,93.8,134.4,247.8,0.417,0.365,Alta,0.295,CIREN
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.791,0.396,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.343,0.171,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,81.2,116.9,86.7,0.605,0.378,Alta,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.5,0.344,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.422,0.211,Muy Baja,0.461,FAO
Sin información,Limache,Rio Aconcagua,93.8,124.2,221.4,0.361,0.316,Moderada,0.0,CIREN
Sin información,Limache,Rio Aconcagua,93.8,124.2,221.4,0.41,0.359,Alta,0.383,CIREN
Sin información,Quintero,Costeras Ligua-Aconcagua,93.8,126.4,243.5,0.323,0.283,Baja,0.442,CIREN
Sin información,Quintero,Rio Aconcagua,93.8,126.4,243.5,0.432,0.379,Alta,0.442,CIREN
Sin información,Hijuelas,Rio Aconcagua,87.5,113.3,128.7,0.411,0.308,Moderada,0.195,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.406,0.355,Alta,0.567,CIREN
Sin información,Quillota,Rio Aconcagua,93.8,149.8,287.7,0.47,0.412,Muy Alta,0.467,CIREN
Sin información,Calle Larga,Rio Aconcagua,75.0,55.4,31.8,0.452,0.226,Muy Baja,0.384,CIREN
Sin información,Calle Larga,Rio Aconcagua,75.0,55.4,31.8,0.485,0.243,Baja,0.525,CIREN
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.428,0.321,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,126.6,126.8,0.408,0.306,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,87.5,132.4,137.2,0.494,0.37,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,132.4,137.2,0.404,0.303,Moderada,0.461,FAO
Estero Puchuncavi - Campiche,Puchuncaví,Costeras Ligua-Aconcagua,87.5,96.3,177.4,0.637,0.477,Muy Alta,1.0,CIREN
Estero Puchuncavi - Campiche,Quintero,Costeras Ligua-Aconcagua,87.5,67.5,94.5,0.302,0.226,Muy Baja,0.0,CIREN
Sin información,Santa María,Rio Aconcagua,81.2,62.2,48.0,0.385,0.24,Baja,0.384,CIREN
Sin información,San Esteban,Rio Aconcagua,81.2,62.2,48.0,0.414,0.259,Baja,0.384,CIREN
Sin información,San Esteban,Rio Aconcagua,68.8,48.6,15.6,0.352,0.132,Muy Baja,0.384,CIREN
Sin información,San Esteban,Rio Aconcagua,68.8,48.6,15.6,0.492,0.185,Muy Baja,0.384,CIREN
Sin información,Nogales,Rio Aconcagua,90.6,118.0,226.1,0.631,0.513,Muy Alta,0.868,CIREN
Sin información,San Esteban,Rio Aconcagua,81.2,62.2,48.0,0.42,0.262,Baja,0.384,CIREN
Sin información,San Felipe,Rio Aconcagua,81.2,62.2,48.0,0.2,0.125,Muy Baja,0.544,CIREN
Sin información,San Felipe,Rio Aconcagua,87.5,84.5,101.0,0.334,0.25,Baja,0.384,CIREN
Sin información,San Felipe,Rio Aconcagua,87.5,98.2,133.6,0.394,0.296,Moderada,0.434,CIREN
Sin información,Catemu,Rio Aconcagua,87.5,92.2,119.3,0.57,0.427,Muy Alta,0.717,FAO
Sin información,Catemu,Rio Aconcagua,87.5,92.2,119.3,0.526,0.395,Alta,0.717,FAO
Sin información,Catemu,Rio Aconcagua,87.5,92.2,119.3,0.495,0.371,Alta,0.525,CIREN
Sin información,San Felipe,Rio Aconcagua,87.5,98.2,133.6,0.381,0.286,Baja,0.384,CIREN
Sin información,San Felipe,Rio Aconcagua,87.5,98.2,133.6,0.39,0.293,Moderada,0.384,CIREN
Sin información,Nogales,Rio Aconcagua,87.5,113.9,214.8,0.414,0.31,Moderada,0.483,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,87.5,111.1,207.1,0.588,0.441,Muy Alta,0.717,FAO
Sin información,Zapallar,Costeras Ligua-Aconcagua,87.5,111.1,207.1,0.657,0.492,Muy Alta,0.55,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,87.5,111.1,207.1,0.42,0.315,Moderada,0.55,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,87.5,111.1,207.1,0.42,0.315,Moderada,0.55,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,87.5,92.9,167.6,0.494,0.37,Alta,0.55,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,87.5,95.6,207.6,0.684,0.513,Muy Alta,0.55,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,93.8,111.5,258.7,0.335,0.294,Moderada,0.0,CIREN
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.437,0.328,Moderada,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.463,0.347,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,124.5,138.1,0.347,0.26,Baja,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,120.4,154.1,0.796,0.597,Muy Alta,0.461,FAO
Sin información,Zapallar,Costeras Ligua-Aconcagua,93.8,111.5,258.7,0.413,0.362,Alta,0.442,CIREN
Sin información,Zapallar,Costeras Ligua-Aconcagua,93.8,111.5,258.7,0.397,0.348,Alta,0.442,CIREN
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.385,0.289,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,103.2,108.8,0.331,0.248,Baja,0.544,CIREN
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.472,0.354,Alta,0.461,FAO
Sin información,San Esteban,Rio Aconcagua,87.5,126.6,142.1,0.527,0.395,Alta,0.461,FAO
Sin información,Cabildo,Rio Ligua,87.5,105.7,150.5,0.606,0.455,Muy Alta,0.553,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.426,0.319,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.411,0.308,Moderada,0.461,FAO
Sin información,Putaendo,Rio Aconcagua,87.5,138.0,163.9,0.745,0.559,Muy Alta,0.461,FAO
Sin información,Cabildo,Rio Ligua,84.4,87.9,77.9,0.551,0.379,Alta,0.571,CIREN
Sin información,Petorca,Rio Petorca,87.5,94.7,122.9,0.394,0.296,Moderada,0.25,CIREN
Sin información,La Ligua,Rio Petorca,87.5,94.0,192.3,0.495,0.371,Alta,0.442,CIREN
Sin información,Petorca,Rio Petorca,87.5,124.7,172.6,0.826,0.62,Muy Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,124.7,172.6,0.678,0.509,Muy Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,124.7,172.6,0.439,0.329,Moderada,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,124.7,172.6,0.469,0.352,Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,87.8,113.1,0.546,0.41,Muy Alta,0.461,FAO
Sin información,Petorca,Rio Petorca,87.5,124.7,172.6,0.628,0.471,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.419,0.209,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.468,0.234,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.394,0.197,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.436,0.218,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.53,0.265,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.459,0.23,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.624,0.312,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.556,0.278,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.439,0.22,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.492,0.246,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.443,0.221,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.42,0.21,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.681,0.34,Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.615,0.308,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.574,0.287,Moderada,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.421,0.211,Muy Baja,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.472,0.325,Moderada,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.302,0.208,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.346,0.173,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.431,0.216,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.406,0.203,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.405,0.203,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.418,0.209,Muy Baja,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.36,0.247,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.403,0.202,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.568,0.284,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.351,0.175,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.376,0.188,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.477,0.239,Baja,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.423,0.291,Moderada,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.336,0.231,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.452,0.226,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.351,0.175,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.334,0.167,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.421,0.21,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.396,0.198,Muy Baja,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.414,0.285,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.378,0.189,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.513,0.256,Baja,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.392,0.27,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.51,0.255,Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.432,0.216,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.401,0.201,Muy Baja,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.48,0.24,Baja,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.457,0.314,Moderada,0.461,FAO
Sin información,Calle Larga,Rio Aconcagua,84.4,72.7,63.8,0.598,0.412,Muy Alta,0.461,FAO
Sin información,Los Andes,Rio Aconcagua,75.0,94.4,50.8,0.412,0.206,Muy Baja,0.461,FAO
