nom_humed,comuna,serie_suelo,textura,permeabilidad,drenaje,cap_campo_pct,arcilla_pct,inundacion,expo_suelo,fuente_suelo
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,Los Andes,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,San Esteban,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Putaendo,,,,,,,,,none
Sin información,Limache,SAN FRANCISCO DE LIMACHE,MODERADAMENTE FINA,MODERADA,IMPERFECTO,18.0,15.5,NO EXISTE,0.483,CIREN
Sin información,Villa Alemana,LA GLORIA,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,IMPERFECTO,,10.2,NO EXISTE,0.369,CIREN
Sin información,Limache,HUALCAPO,MODERADAMENTE GRUESA,MODERADAMENTE RAPIDA,IMPERFECTO,16.0,8.4,NO EXISTE,0.295,CIREN
Sin información,Limache,HUALCAPO,MODERADAMENTE FINA,MODERADAMENTE RAPIDA,MODERADO,16.0,8.4,NO EXISTE,0.345,CIREN
Estero Pelumpen y Granizo,Limache,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Sin información,Quillota,TABOLANGO,MEDIA,MUY LENTA,MODERADO,16.0,9.8,NO EXISTE,0.442,CIREN
Sin información,Quintero,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Sin información,Quillota,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Estero Mantagua,Quintero,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Estero Mantagua,Quintero,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Estero Mantagua,Quintero,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Estero Mantagua,Quintero,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Sin información,Llaillay,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Estero Mantagua,Quintero,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Estero Mantagua,Quintero,MISCELANEOS,,,MUY POBRE,,,MUY FRECUENTE,1.0,CIREN
Sin información,Hijuelas,POCURO,MEDIA,MODERADA,BUENO,23.0,18.0,NO EXISTE,0.384,CIREN
Sector Estero Mala Cara 6,Quintero,VALLE ALEGRE,MEDIA,MODERADA,IMPERFECTO,29.0,21.0,NO EXISTE,0.545,CIREN
Sin información,Hijuelas,OCOA,MEDIA,MODERADA,BUENO,,21.6,NO EXISTE,0.42,CIREN
Sin información,Quintero,CATEMU,MEDIA,MODERADA,MODERADO,20.0,17.1,NO EXISTE,0.406,CIREN
Sin información,Panquehue,ENCON,MEDIA,MODERADAMENTE RAPIDA,MODERADO,,,NO EXISTE,0.417,CIREN
