nom_humed,comuna,dist_rio_m,dist_rio_mayor_m,prox_rio,prox_rio_mayor
Sin información,Santo Domingo,11.0,11.0,1.0,1.0
Sin información,San Antonio,58.0,58.0,1.0,1.0
Sin información,San Antonio,112.0,112.0,0.964,0.982
Sin información,San Antonio,54.0,462.0,1.0,0.863
Sin información,San Antonio,7.0,7.0,1.0,1.0
Sin información,San Antonio,97.0,97.0,0.974,0.987
Sin información,San Antonio,112.0,112.0,0.964,0.982
Sin información,Santo Domingo,1.0,1.0,1.0,1.0
Sin información,Santo Domingo,4.0,4.0,1.0,1.0
Sin información,Santo Domingo,13.0,13.0,1.0,1.0
Sin información,San Antonio,538.0,1056.0,0.668,0.661
Sin información,Cartagena,4.0,4.0,1.0,1.0
Sin información,Casablanca,4.0,4.0,1.0,1.0
Sin información,Casablanca,50.0,50.0,1.0,1.0
Sin información,Quilpué,51.0,51.0,1.0,1.0
Sin información,Quilpué,37.0,261.0,1.0,0.932
Sin información,Valparaíso,2.0,2.0,1.0,1.0
Sin información,Quilpué,21.0,21.0,1.0,1.0
Sin información,Limache,89.0,89.0,0.98,0.99
Sin información,Quillota,10.0,10.0,1.0,1.0
Sin información,Quillota,562.0,562.0,0.651,0.829
Sin información,Limache,60.0,60.0,1.0,1.0
Sin información,Limache,37.0,37.0,1.0,1.0
Sin información,Concón,64.0,64.0,0.997,0.999
Sin información,Concón,20.0,20.0,1.0,1.0
Sin información,Concón,42.0,42.0,1.0,1.0
Sin información,Concón,33.0,33.0,1.0,1.0
Sin información,Concón,81.0,81.0,0.986,0.993
Sin información,Quillota,161.0,161.0,0.93,0.966
Sin información,Llaillay,64.0,64.0,0.997,0.999
Sin información,Quillota,42.0,42.0,1.0,1.0
Sin información,Quillota,213.0,213.0,0.894,0.948
Sin información,Panquehue,1.0,1.0,1.0,1.0
Estero Pucalan,Nogales,24.0,24.0,1.0,1.0
Sin información,Nogales,180.0,180.0,0.917,0.959
Sin información,Cabildo,31.0,31.0,1.0,1.0
Sin información,Cabildo,245.0,245.0,0.872,0.937
Sin información,Los Andes,6.0,6.0,1.0,1.0
Sin información,Los Andes,123.0,123.0,0.956,0.979
Sin información,Los Andes,3.0,3.0,1.0,1.0
Sin información,Los Andes,15.0,15.0,1.0,1.0
Sin información,Los Andes,3.0,3.0,1.0,1.0
Sin información,Los Andes,12.0,12.0,1.0,1.0
Sin información,Los Andes,28.0,28.0,1.0,1.0
Sin información,Los Andes,107.0,107.0,0.967,0.984
Sin información,Los Andes,86.0,284.0,0.982,0.924
Sin información,Los Andes,112.0,112.0,0.964,0.982
Sin información,Los Andes,133.0,133.0,0.949,0.975
Sin información,Los Andes,227.0,227.0,0.884,0.943
Sin información,Los Andes,95.0,95.0,0.976,0.988
Sin información,Los Andes,52.0,52.0,1.0,1.0
Sin información,Los Andes,53.0,53.0,1.0,1.0
Sin información,Los Andes,287.0,1314.0,0.842,0.574
Sin información,San Esteban,603.0,603.0,0.623,0.815
Sin información,San Esteban,577.0,1054.0,0.641,0.662
Sin información,Putaendo,126.0,184.0,0.954,0.958
Rio Petorca- Rio La Ligua,Cabildo,14.0,14.0,1.0,1.0
Rio Petorca- Rio La Ligua,Cabildo,4.0,4.0,1.0,1.0
Rio Petorca- Rio La Ligua,La Ligua,8.0,8.0,1.0,1.0
Rio Petorca- Rio La Ligua,Cabildo,98.0,98.0,0.973,0.987
Rio Petorca- Rio La Ligua,La Ligua,47.0,47.0,1.0,1.0
Rio Petorca- Rio La Ligua,La Ligua,47.0,47.0,1.0,1.0
Rio Petorca- Rio La Ligua,La Ligua,6.0,6.0,1.0,1.0
Rio Petorca- Rio La Ligua,Papudo,15.0,15.0,1.0,1.0
Rio Petorca- Rio La Ligua,Cabildo,78.0,78.0,0.988,0.994
Rio Petorca- Rio La Ligua,Petorca,23.0,23.0,1.0,1.0
Rio Petorca- Rio La Ligua,Petorca,17.0,17.0,1.0,1.0
Rio Petorca- Rio La Ligua,Petorca,26.0,26.0,1.0,1.0
Rio Petorca- Rio La Ligua,La Ligua,114.0,114.0,0.962,0.982
Rio Petorca- Rio La Ligua,Cabildo,72.0,72.0,0.991,0.996
Rio Petorca- Rio La Ligua,Petorca,3.0,3.0,1.0,1.0
Rio Petorca- Rio La Ligua,Petorca,25.0,25.0,1.0,1.0
Sist. Rio Aconcagua y trib,Putaendo,46.0,46.0,1.0,1.0
Sist. Rio Aconcagua y trib,Putaendo,39.0,39.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,8.0,8.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,68.0,68.0,0.995,0.997
Sist. Rio Aconcagua y trib,Putaendo,40.0,40.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,40.0,40.0,1.0,1.0
Sist. Rio Aconcagua y trib,Putaendo,6.0,6.0,1.0,1.0
Sist. Rio Aconcagua y trib,Putaendo,123.0,123.0,0.957,0.979
Sist. Rio Aconcagua y trib,Putaendo,65.0,65.0,0.997,0.998
Sist. Rio Aconcagua y trib,Putaendo,64.0,64.0,0.997,0.999
Sist. Rio Aconcagua y trib,Putaendo,60.0,60.0,1.0,1.0
Sist. Rio Aconcagua y trib,Putaendo,77.0,77.0,0.988,0.994
Sist. Rio Aconcagua y trib,Putaendo,89.0,89.0,0.98,0.99
Sist. Rio Aconcagua y trib,Putaendo,113.0,113.0,0.963,0.982
Sist. Rio Aconcagua y trib,Putaendo,62.0,62.0,0.999,0.999
Sist. Rio Aconcagua y trib,Putaendo,68.0,68.0,0.994,0.997
Sist. Rio Aconcagua y trib,Putaendo,56.0,56.0,1.0,1.0
Sist. Rio Aconcagua y trib,Putaendo,44.0,44.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,8.0,8.0,1.0,1.0
Sist. Rio Aconcagua y trib,Putaendo,37.0,37.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,15.0,15.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,34.0,34.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,21.0,21.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,17.0,17.0,1.0,1.0
Sist. Rio Aconcagua y trib,Panquehue,20.0,20.0,1.0,1.0
Sist. Rio Aconcagua y trib,Santa María,31.0,31.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,13.0,13.0,1.0,1.0
Sist. Rio Aconcagua y trib,Calera,28.0,28.0,1.0,1.0
Sist. Rio Aconcagua y trib,Calera,120.0,120.0,0.958,0.98
Sist. Rio Aconcagua y trib,Nogales,66.0,66.0,0.996,0.998
Sist. Rio Aconcagua y trib,Nogales,3.0,3.0,1.0,1.0
Sist. Rio Aconcagua y trib,Nogales,10.0,10.0,1.0,1.0
Sist. Rio Aconcagua y trib,Nogales,19.0,19.0,1.0,1.0
Sist. Rio Aconcagua y trib,Catemu,37.0,37.0,1.0,1.0
Sist. Rio Aconcagua y trib,Hijuelas,116.0,116.0,0.961,0.981
Sist. Rio Aconcagua y trib,San Felipe,14.0,14.0,1.0,1.0
Sist. Rio Aconcagua y trib,Catemu,157.0,157.0,0.933,0.967
Sist. Rio Aconcagua y trib,Catemu,31.0,31.0,1.0,1.0
Sist. Rio Aconcagua y trib,Catemu,15.0,15.0,1.0,1.0
Sist. Rio Aconcagua y trib,Catemu,6.0,6.0,1.0,1.0
Sist. Rio Aconcagua y trib,Catemu,47.0,47.0,1.0,1.0
Sist. Rio Aconcagua y trib,Llaillay,159.0,159.0,0.931,0.966
Sist. Rio Aconcagua y trib,Panquehue,2.0,211.0,1.0,0.949
Sist. Rio Aconcagua y trib,Panquehue,277.0,277.0,0.849,0.926
Sist. Rio Aconcagua y trib,Panquehue,250.0,250.0,0.868,0.935
Sist. Rio Aconcagua y trib,Los Andes,5.0,5.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,35.0,35.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,18.0,18.0,1.0,1.0
Sist. Rio Aconcagua y trib,Calera,21.0,21.0,1.0,1.0
Sist. Rio Aconcagua y trib,Hijuelas,114.0,114.0,0.963,0.982
Sist. Rio Aconcagua y trib,Hijuelas,150.0,150.0,0.937,0.969
Sist. Rio Aconcagua y trib,Hijuelas,132.0,132.0,0.95,0.975
Sist. Rio Aconcagua y trib,Nogales,10.0,10.0,1.0,1.0
Sist. Rio Aconcagua y trib,Llaillay,120.0,120.0,0.958,0.98
Sist. Rio Aconcagua y trib,Llaillay,26.0,26.0,1.0,1.0
Sist. Rio Aconcagua y trib,Llaillay,103.0,103.0,0.97,0.985
Sist. Rio Aconcagua y trib,Hijuelas,149.0,149.0,0.938,0.97
Sist. Rio Aconcagua y trib,San Esteban,8.0,8.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,103.0,103.0,0.97,0.985
Sist. Rio Aconcagua y trib,Los Andes,14.0,14.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,3.0,3.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,2.0,2.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,6.0,6.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,21.0,21.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,3.0,3.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,9.0,9.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,13.0,13.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,22.0,22.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,13.0,13.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,6.0,9.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,0.0,0.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,2.0,2.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,38.0,38.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,9.0,9.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,54.0,54.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,1.0,1.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,8.0,8.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,8.0,8.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,1.0,1.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,10.0,10.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,6.0,6.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,8.0,8.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,14.0,14.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,44.0,44.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,5.0,5.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,21.0,21.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,50.0,50.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,13.0,13.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,17.0,17.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,14.0,14.0,1.0,1.0
Sist. Rio Aconcagua y trib,Santa María,75.0,75.0,0.99,0.995
Sist. Rio Aconcagua y trib,San Felipe,134.0,134.0,0.949,0.975
Sist. Rio Aconcagua y trib,Calle Larga,20.0,20.0,1.0,1.0
Sist. Rio Aconcagua y trib,Calle Larga,46.0,46.0,1.0,1.0
Sist. Rio Aconcagua y trib,Rinconada,66.0,66.0,0.996,0.998
Sist. Rio Aconcagua y trib,Rinconada,6.0,6.0,1.0,1.0
Sist. Rio Aconcagua y trib,Rinconada,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,Rinconada,17.0,17.0,1.0,1.0
Sist. Rio Aconcagua y trib,Rinconada,51.0,51.0,1.0,1.0
Sist. Rio Aconcagua y trib,Rinconada,148.0,148.0,0.939,0.97
Sist. Rio Aconcagua y trib,Rinconada,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,Rinconada,342.0,342.0,0.804,0.904
Sist. Rio Aconcagua y trib,Rinconada,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,31.0,31.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,28.0,28.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,30.0,30.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Felipe,32.0,32.0,1.0,1.0
Sist. Rio Aconcagua y trib,Calera,35.0,35.0,1.0,1.0
Sist. Rio Aconcagua y trib,La Cruz,33.0,33.0,1.0,1.0
Sist. Rio Aconcagua y trib,Nogales,35.0,35.0,1.0,1.0
Sist. Rio Aconcagua y trib,Quillota,98.0,98.0,0.974,0.987
Sist. Rio Aconcagua y trib,Hijuelas,129.0,129.0,0.952,0.977
Sist. Rio Aconcagua y trib,Hijuelas,10.0,10.0,1.0,1.0
Sist. Rio Aconcagua y trib,Hijuelas,161.0,161.0,0.93,0.966
Sist. Rio Aconcagua y trib,Llaillay,6.0,6.0,1.0,1.0
Sist. Rio Aconcagua y trib,Limache,153.0,153.0,0.935,0.968
Sist. Rio Aconcagua y trib,Concón,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,Quillota,58.0,58.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,5.0,5.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,12.0,12.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,18.0,18.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,10.0,10.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,19.0,19.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,19.0,19.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,10.0,10.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,12.0,12.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,9.0,9.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,1.0,1.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,19.0,19.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,16.0,16.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,4.0,4.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,18.0,18.0,1.0,1.0
Sist. Rio Aconcagua y trib,San Esteban,23.0,23.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,27.0,27.0,1.0,1.0
Sist. Rio Aconcagua y trib,Los Andes,33.0,33.0,1.0,1.0
Sist. Rio Aconcagua y trib,Quintero,0.0,0.0,1.0,1.0
Sist. Rio Aconcagua y trib,Quintero,105.0,105.0,0.969,0.985
Sist. Rio Aconcagua y trib,Quintero,7.0,7.0,1.0,1.0
Sist. Rio Aconcagua y trib,Quintero,5.0,5.0,1.0,1.0
Sist. Rio Aconcagua y trib,Quintero,71.0,71.0,0.992,0.996
Sist. Rio Aconcagua y trib,Concón,3.0,3.0,1.0,1.0
Estero Pelumpen y Granizo,Olmué,16.0,16.0,1.0,1.0
Estero Pelumpen y Granizo,Olmué,12.0,12.0,1.0,1.0
Estero Pelumpen y Granizo,Limache,20.0,20.0,1.0,1.0
Estero Pelumpen y Granizo,Limache,18.0,18.0,1.0,1.0
Estero Pelumpen y Granizo,Limache,28.0,28.0,1.0,1.0
Estero Pelumpen y Granizo,Limache,21.0,21.0,1.0,1.0
Estero Pelumpen y Granizo,Limache,35.0,35.0,1.0,1.0
Sist. Rio Maipo y Estero El Sauce,San Antonio,56.0,56.0,1.0,1.0
Sist. Rio Maipo y Estero El Sauce,San Antonio,114.0,114.0,0.962,0.982
Sist. Rio Maipo y Estero El Sauce,San Antonio,8.0,8.0,1.0,1.0
Sist. Rio Maipo y Estero El Sauce,San Antonio,557.0,557.0,0.655,0.831
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,6.0,6.0,1.0,1.0
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,87.0,87.0,0.981,0.991
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,53.0,126.0,1.0,0.978
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,113.0,113.0,0.963,0.982
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,193.0,193.0,0.908,0.955
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,28.0,28.0,1.0,1.0
Sist. Rio Maipo y Estero El Sauce,Santo Domingo,86.0,86.0,0.982,0.991
Sist. Rio Maipo y Estero El Sauce,San Antonio,52.0,52.0,1.0,1.0
Estero Casablanca,Casablanca,10.0,10.0,1.0,1.0
Estero Casablanca,Casablanca,6.0,6.0,1.0,1.0
Estero Casablanca,Casablanca,3.0,3.0,1.0,1.0
Estero Casablanca,Casablanca,20.0,20.0,1.0,1.0
Estero Casablanca,Casablanca,17.0,17.0,1.0,1.0
Estero Casablanca,Casablanca,12.0,12.0,1.0,1.0
Estero Casablanca,Casablanca,0.0,0.0,1.0,1.0
Estero Casablanca,Casablanca,19.0,19.0,1.0,1.0
Estero Casablanca,Casablanca,22.0,22.0,1.0,1.0
Estero Casablanca,Casablanca,10.0,10.0,1.0,1.0
Estero Casablanca,Casablanca,57.0,57.0,1.0,1.0
Estero Casablanca,Casablanca,21.0,25.0,1.0,1.0
Estero Casablanca,Casablanca,26.0,26.0,1.0,1.0
Estero Casablanca,Casablanca,40.0,40.0,1.0,1.0
Estero Casablanca,Casablanca,12.0,12.0,1.0,1.0
Estero Casablanca,Casablanca,55.0,55.0,1.0,1.0
Estero Casablanca,Casablanca,2.0,2.0,1.0,1.0
Estero Casablanca,Casablanca,4.0,4.0,1.0,1.0
Estero Casablanca,Casablanca,8.0,8.0,1.0,1.0
Estero Casablanca,Casablanca,37.0,37.0,1.0,1.0
Estero Casablanca,Casablanca,8.0,8.0,1.0,1.0
Estero Casablanca,Casablanca,36.0,36.0,1.0,1.0
Estero Casablanca,Casablanca,9.0,9.0,1.0,1.0
Estero Casablanca,Casablanca,42.0,42.0,1.0,1.0
Estero Casablanca,Casablanca,24.0,24.0,1.0,1.0
Estero Casablanca,Casablanca,14.0,14.0,1.0,1.0
Estero Casablanca,Casablanca,0.0,0.0,1.0,1.0
Estero Casablanca,Casablanca,110.0,110.0,0.965,0.983
Estero Casablanca,Algarrobo,5.0,5.0,1.0,1.0
Estero Casablanca,Algarrobo,8.0,8.0,1.0,1.0
Estero Casablanca,Algarrobo,6.0,6.0,1.0,1.0
Estero Casablanca,Algarrobo,9.0,9.0,1.0,1.0
Estero Casablanca,Algarrobo,58.0,58.0,1.0,1.0
Estero Casablanca,Algarrobo,8.0,8.0,1.0,1.0
Estero Casablanca,Algarrobo,22.0,22.0,1.0,1.0
Estero Casablanca,Algarrobo,21.0,21.0,1.0,1.0
Estero Casablanca,Algarrobo,50.0,50.0,1.0,1.0
Estero Casablanca,Algarrobo,14.0,14.0,1.0,1.0
Estero Casablanca,Algarrobo,11.0,11.0,1.0,1.0
Estero Casablanca,Algarrobo,22.0,22.0,1.0,1.0
Estero Casablanca,Algarrobo,19.0,19.0,1.0,1.0
Estero Casablanca,Algarrobo,9.0,9.0,1.0,1.0
Estero Casablanca,Algarrobo,13.0,13.0,1.0,1.0
Estero Casablanca,Algarrobo,74.0,74.0,0.99,0.995
Estero Casablanca,Algarrobo,15.0,15.0,1.0,1.0
Estero Casablanca,Algarrobo,18.0,18.0,1.0,1.0
Estero Casablanca,Algarrobo,60.0,60.0,1.0,1.0
Estero Casablanca,Algarrobo,32.0,32.0,1.0,1.0
Rio Rapel (sector el rincon),Santo Domingo,827.0,827.0,0.468,0.739
"Sist. Rios Maipo- Mapocho, esteros Colina- Angostura- Puangue y Trib.",San Antonio,20.0,20.0,1.0,1.0
Sin información,Papudo,28.0,1678.0,1.0,0.45
Sin información,Papudo,27.0,27.0,1.0,1.0
Rio Petorca- Rio La Ligua,Papudo,16.0,16.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,36.0,36.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,10.0,10.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,6.0,6.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,13.0,13.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,3.0,3.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,4.0,4.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,12.0,12.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,2.0,2.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,3.0,3.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,11.0,11.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,6.0,6.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,34.0,34.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,18.0,18.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,34.0,34.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,26.0,26.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,3.0,3.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,55.0,55.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,3.0,30.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,22.0,22.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,66.0,68.0,0.996,0.997
Esteros Catapilco - La Canela,Puchuncaví,29.0,29.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,1.0,1.0,1.0,1.0
Esteros Catapilco - La Canela,Puchuncaví,3.0,3.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,8.0,8.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,22.0,22.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,27.0,27.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,37.0,37.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,8.0,8.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,14.0,14.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,22.0,22.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,0.0,0.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,49.0,49.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,12.0,12.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,3.0,3.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,5.0,5.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,7.0,7.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,0.0,0.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,2.0,2.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,5.0,5.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,1.0,1.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,1.0,1.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,10.0,10.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,4.0,4.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,13.0,13.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,1.0,1.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,3.0,3.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,11.0,11.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,3.0,3.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,22.0,22.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,25.0,25.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,9.0,9.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,20.0,20.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,41.0,65.0,1.0,0.998
Esteros Catapilco - La Canela,Zapallar,69.0,69.0,0.994,0.997
Esteros Catapilco - La Canela,Zapallar,0.0,0.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,71.0,71.0,0.993,0.996
Esteros Catapilco - La Canela,Zapallar,48.0,48.0,1.0,1.0
Esteros Catapilco - La Canela,Zapallar,8.0,8.0,1.0,1.0
Estero Mantagua,Quintero,30.0,30.0,1.0,1.0
Estero Mala Cara,Puchuncaví,39.0,39.0,1.0,1.0
Estero Mala Cara,Puchuncaví,49.0,49.0,1.0,1.0
Estero Mala Cara,Puchuncaví,31.0,31.0,1.0,1.0
Estero Mala Cara,Puchuncaví,58.0,58.0,1.0,1.0
Estero Mala Cara,Puchuncaví,18.0,18.0,1.0,1.0
Estero Mala Cara,Puchuncaví,77.0,77.0,0.988,0.994
Estero Mala Cara,Puchuncaví,24.0,24.0,1.0,1.0
Estero Mala Cara,Puchuncaví,21.0,21.0,1.0,1.0
Estero Mala Cara,Quintero,11.0,11.0,1.0,1.0
Sin información,Santo Domingo,8.0,8.0,1.0,1.0
Sin información,Santo Domingo,164.0,164.0,0.928,0.965
Sin información,Santo Domingo,132.0,132.0,0.95,0.976
Sin información,Santo Domingo,132.0,132.0,0.95,0.976
Sin información,Santo Domingo,309.0,309.0,0.827,0.915
Sin información,Santo Domingo,424.0,424.0,0.747,0.876
Sin información,Santo Domingo,1722.0,1722.0,0.0,0.435
Sin información,Santo Domingo,1137.0,1137.0,0.252,0.634
Sin información,Santo Domingo,3.0,3.0,1.0,1.0
Rio Rapel (sector desembocadura),Santo Domingo,45.0,45.0,1.0,1.0
Sist. Rio Aconcagua y trib,Quintero,75.0,672.0,0.989,0.792
Sist. Rio Aconcagua y trib,Quintero,303.0,333.0,0.831,0.907
Sist. Rio Aconcagua y trib,Quintero,68.0,68.0,0.994,0.997
Sist. Rio Aconcagua y trib,Quintero,159.0,159.0,0.931,0.966
Sist. Rio Aconcagua y trib,Concón,71.0,71.0,0.992,0.996
Sin información,Santo Domingo,273.0,883.0,0.852,0.72
Sin información,Santo Domingo,1376.0,1376.0,0.086,0.552
Sin información,Santo Domingo,1207.0,1207.0,0.204,0.61
Sin información,Santo Domingo,1695.0,1708.0,0.0,0.439
Sin información,Santo Domingo,920.0,920.0,0.403,0.708
Sin información,Santo Domingo,227.0,227.0,0.884,0.943
Sin información,Santo Domingo,367.0,625.0,0.787,0.808
Sin información,Santo Domingo,946.0,946.0,0.385,0.699
Sin información,Santo Domingo,1187.0,1187.0,0.217,0.617
Sin información,Santo Domingo,27.0,27.0,1.0,1.0
Sin información,Santo Domingo,15.0,15.0,1.0,1.0
Laguna de Llolleo,San Antonio,421.0,421.0,0.749,0.877
Sin información,Santo Domingo,298.0,298.0,0.835,0.919
Sin información,Santo Domingo,511.0,557.0,0.687,0.831
