nom_humed,comuna,pctl_empirico,expo_met,twi,acc_topo,expo_suelo,prox_drenaje,susc_acumulacion,prioridad_inundacion,clase_prioridad,suelo_fuente,cuenca
Sin información,Los Andes,75.0,0.5,0.38,0.0,0.461,1.0,0.46,0.23,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.417,0.303,0.461,0.865,0.512,0.319,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.429,0.0,0.461,0.999,0.472,0.295,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.068,0.148,0.461,0.981,0.414,0.259,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.478,0.0,0.461,0.994,0.483,0.302,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.411,0.026,0.461,1.0,0.475,0.296,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.955,0.0,0.461,1.0,0.604,0.377,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.244,0.108,0.461,0.937,0.438,0.273,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.089,0.0,0.461,0.866,0.354,0.221,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.354,0.0,0.461,0.993,0.452,0.282,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.31,0.0,0.461,0.94,0.428,0.267,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.26,0.0,0.461,0.51,0.308,0.154,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.577,0.0,0.461,0.887,0.481,0.3,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.37,0.489,0.461,0.509,0.457,0.229,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.862,0.371,0.461,0.622,0.579,0.29,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.526,0.249,0.461,0.641,0.469,0.235,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.201,0.233,0.461,0.765,0.415,0.208,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.674,0.14,0.461,0.803,0.52,0.26,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,0.64,0.525,0.263,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.405,1.0,0.461,0.82,0.672,0.336,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.043,0.0,0.461,0.838,0.336,0.168,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.542,0.0,0.461,0.998,0.5,0.312,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.246,0.0,0.461,0.857,0.391,0.244,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.898,1.0,0.461,0.97,0.832,0.416,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.229,0.0,0.461,0.458,0.287,0.144,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.937,0.203,0.461,0.447,0.512,0.256,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.321,0.0,0.461,0.961,0.436,0.272,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.38,0.0,0.461,0.914,0.439,0.274,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.185,0.001,0.461,0.965,0.403,0.251,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.139,0.048,0.461,0.614,0.316,0.197,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.725,0.0,0.461,1.0,0.546,0.341,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.26,0.0,0.461,0.974,0.424,0.264,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.313,0.0,0.461,1.0,0.444,0.222,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.547,0.012,0.461,0.97,0.498,0.31,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.062,0.0,0.461,0.685,0.302,0.188,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.109,0.386,0.461,0.932,0.472,0.295,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.29,0.117,0.461,0.997,0.466,0.291,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.12,0.0,0.461,0.819,0.35,0.218,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.159,0.368,0.461,0.954,0.486,0.303,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.67,0.0,0.461,0.883,0.504,0.314,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.058,0.0,0.461,0.763,0.32,0.2,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.328,0.0,0.461,0.922,0.428,0.267,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.207,0.0,0.461,0.673,0.335,0.209,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.974,0.0,0.461,1.0,0.609,0.304,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.011,0.0,0.386,0.89,0.322,0.161,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.158,0.0,0.461,0.972,0.398,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.331,0.0,0.461,0.875,0.417,0.26,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.339,0.314,0.461,0.844,0.49,0.305,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.054,0.0,0.461,0.861,0.344,0.215,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.043,0.373,0.461,0.771,0.412,0.257,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.345,0.904,0.461,0.989,0.675,0.421,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.647,0.0,0.386,1.0,0.508,0.254,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.349,0.0,0.461,0.968,0.444,0.277,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.223,0.0,0.461,1.0,0.421,0.263,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.319,0.0,0.461,0.997,0.444,0.277,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.323,0.254,0.386,0.995,0.49,0.245,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.829,0.0,0.461,1.0,0.572,0.357,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.202,0.009,0.461,1.0,0.418,0.261,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.455,0.0,0.386,1.0,0.46,0.23,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.256,0.0,0.461,1.0,0.429,0.268,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.215,0.0,0.461,0.793,0.367,0.184,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.0,0.239,0.386,1.0,0.406,0.203,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.153,0.0,0.461,0.787,0.35,0.197,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.32,0.0,0.386,0.892,0.399,0.2,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.622,0.062,0.461,0.992,0.534,0.267,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.487,0.0,0.386,0.844,0.429,0.215,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.48,0.0,0.386,0.956,0.456,0.228,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.709,0.0,0.386,1.0,0.524,0.262,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.297,0.0,0.461,0.897,0.414,0.207,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.709,0.0,0.386,0.976,0.518,0.259,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.0,0.505,0.461,0.972,0.484,0.302,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.117,0.036,0.386,0.987,0.382,0.191,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.03,0.151,0.386,1.0,0.392,0.196,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.026,0.422,0.461,0.9,0.452,0.282,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.043,0.758,0.461,0.974,0.559,0.349,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.328,0.081,0.461,1.0,0.468,0.234,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.057,0.0,0.461,0.878,0.349,0.218,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.46,0.017,0.461,0.879,0.454,0.227,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.062,0.0,0.461,0.963,0.372,0.232,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.158,0.0,0.461,0.8,0.355,0.221,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.315,0.0,0.461,0.778,0.388,0.242,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.821,0.0,0.461,0.88,0.54,0.27,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.114,0.0,0.461,1.0,0.394,0.246,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.062,0.0,0.461,0.668,0.298,0.149,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.535,0.0,0.461,0.836,0.458,0.286,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.19,0.0,0.461,1.0,0.413,0.258,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.05,1.0,0.461,0.634,0.536,0.335,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.254,0.452,0.461,0.802,0.492,0.246,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.504,0.0,0.461,0.94,0.476,0.297,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.056,0.0,0.461,0.902,0.355,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.146,0.0,0.461,0.98,0.397,0.248,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.163,0.0,0.461,0.967,0.398,0.248,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.118,0.0,0.461,1.0,0.395,0.197,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.669,0.0,0.461,1.0,0.532,0.266,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.411,0.0,0.461,0.993,0.466,0.291,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.315,0.064,0.461,0.752,0.398,0.248,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.182,0.0,0.461,0.884,0.382,0.191,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.214,0.08,0.461,1.0,0.439,0.219,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.133,0.1,0.461,0.844,0.384,0.24,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.46,0.0,0.461,1.0,0.48,0.3,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.087,0.072,0.461,0.816,0.359,0.18,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.391,0.011,0.461,0.961,0.456,0.228,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.444,0.0,0.461,0.979,0.471,0.294,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.353,0.0,0.461,0.861,0.419,0.209,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.859,0.0,0.461,0.919,0.56,0.28,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.097,0.0,0.461,1.0,0.39,0.243,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.12,0.0,0.461,1.0,0.395,0.198,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.483,0.0,0.461,1.0,0.486,0.243,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.374,0.104,0.461,1.0,0.485,0.242,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.204,0.0,0.386,0.504,0.273,0.154,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.816,0.0,0.461,0.978,0.564,0.352,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.425,0.07,0.461,0.878,0.458,0.229,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.392,0.0,0.461,0.884,0.434,0.217,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.441,0.0,0.461,0.937,0.46,0.23,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.3,0.321,0.461,1.0,0.52,0.26,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.133,0.0,0.461,0.965,0.39,0.243,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.676,0.0,0.461,1.0,0.534,0.267,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.035,1.0,0.461,0.919,0.604,0.302,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.067,0.01,0.386,0.991,0.364,0.182,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.0,0.335,0.461,1.0,0.449,0.224,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.218,0.0,0.461,1.0,0.42,0.21,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.204,0.0,0.386,0.837,0.357,0.178,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.186,0.0,0.461,0.921,0.392,0.196,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.248,0.0,0.386,0.845,0.37,0.185,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.099,0.0,0.386,1.0,0.371,0.186,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.669,0.0,0.461,0.97,0.525,0.262,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.255,0.201,0.386,1.0,0.46,0.23,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.437,0.0,0.461,0.98,0.47,0.235,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.078,0.0,0.386,1.0,0.366,0.206,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.442,0.0,0.386,1.0,0.457,0.228,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.478,0.0,0.386,1.0,0.466,0.233,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.22,0.0,0.386,1.0,0.401,0.201,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.778,0.0,0.386,1.0,0.541,0.304,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.125,0.0,0.386,1.0,0.378,0.189,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.291,0.104,0.386,0.951,0.433,0.216,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.236,0.0,0.386,0.964,0.396,0.198,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.248,0.0,0.386,1.0,0.408,0.204,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.198,0.0,0.386,1.0,0.396,0.223,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.186,0.0,0.386,1.0,0.393,0.196,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.142,0.0,0.461,0.975,0.394,0.197,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.518,0.012,0.461,0.977,0.492,0.246,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.017,0.523,0.461,0.661,0.416,0.208,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.498,0.0,0.461,1.0,0.49,0.245,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.566,0.0,0.461,0.928,0.489,0.244,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.144,0.0,0.461,0.796,0.35,0.175,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.349,0.0,0.386,0.972,0.427,0.213,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.067,0.19,0.386,0.937,0.395,0.198,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.127,0.0,0.461,0.856,0.361,0.18,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.345,0.0,0.461,0.948,0.438,0.274,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.103,0.066,0.386,0.882,0.359,0.18,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.108,0.0,0.386,0.871,0.341,0.171,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.332,0.0,0.461,0.681,0.369,0.23,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.0,0.495,0.461,0.771,0.432,0.269,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.089,0.4,0.461,0.994,0.486,0.243,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.396,0.0,0.461,0.643,0.375,0.234,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.187,0.0,0.461,0.935,0.396,0.198,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.281,0.0,0.461,1.0,0.436,0.218,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.078,0.259,0.386,0.993,0.429,0.215,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.0,0.0,0.461,0.848,0.327,0.204,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.044,0.292,0.461,0.837,0.408,0.204,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.528,0.0,0.386,0.814,0.432,0.216,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.224,0.0,0.461,1.0,0.421,0.263,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.035,0.031,0.461,0.912,0.36,0.224,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.186,0.0,0.461,0.863,0.378,0.189,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.049,0.0,0.461,0.97,0.37,0.185,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.294,0.11,0.461,0.904,0.442,0.221,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.052,0.424,0.461,0.925,0.466,0.233,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.476,0.0,0.461,0.981,0.48,0.299,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.074,0.004,0.386,0.974,0.36,0.18,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.217,0.625,0.386,0.996,0.556,0.278,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.884,0.0,0.461,1.0,0.586,0.293,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.182,0.0,0.461,0.912,0.389,0.243,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.86,0.0,0.461,1.0,0.58,0.29,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.373,0.0,0.461,1.0,0.458,0.229,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.146,0.037,0.386,1.0,0.392,0.196,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.414,0.0,0.461,1.0,0.469,0.234,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.288,0.0,0.461,0.859,0.402,0.201,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.226,0.0,0.461,0.904,0.398,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.0,0.648,0.461,0.958,0.517,0.258,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.036,0.0,0.461,0.945,0.36,0.225,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.206,0.0,0.461,0.839,0.376,0.188,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.252,0.0,0.461,0.944,0.414,0.207,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.433,0.357,0.461,0.783,0.509,0.254,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.006,0.235,0.386,0.916,0.386,0.193,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.057,0.451,0.386,0.755,0.412,0.206,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.264,0.0,0.461,0.935,0.415,0.259,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.558,0.0,0.461,0.876,0.474,0.296,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.536,0.0,0.461,0.692,0.422,0.211,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.225,0.0,0.386,0.914,0.381,0.191,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.094,0.068,0.461,0.966,0.397,0.199,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.315,0.0,0.461,0.561,0.334,0.167,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.136,0.0,0.461,0.919,0.379,0.236,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.23,0.0,0.461,1.0,0.423,0.211,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.3,0.0,0.461,1.0,0.44,0.22,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.276,0.0,0.386,0.977,0.41,0.205,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.282,0.141,0.386,0.903,0.428,0.214,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.259,0.641,0.461,0.893,0.564,0.282,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.036,0.173,0.386,0.901,0.374,0.187,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.091,0.0,0.461,1.0,0.388,0.194,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.63,0.0,0.461,0.539,0.408,0.229,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.233,0.0,0.461,1.0,0.424,0.212,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,81.2,0.624,0.084,0.0,0.461,1.0,0.386,0.241,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.503,0.0,0.461,1.0,0.491,0.246,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,78.1,0.562,0.3,0.0,0.461,0.836,0.399,0.224,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,1.0,0.0,0.461,1.0,0.615,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.577,0.0,0.386,1.0,0.491,0.245,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.674,0.0,0.386,1.0,0.515,0.258,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,75.0,0.5,0.47,0.0,0.461,0.995,0.482,0.241,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.139,0.135,0.461,0.953,0.422,0.316,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.082,0.0,0.461,0.946,0.372,0.279,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.008,0.94,0.386,0.98,0.578,0.434,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,1.0,0.0,0.461,1.0,0.615,0.461,Muy Alta,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.425,0.0,0.461,0.992,0.47,0.352,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.374,0.0,0.386,0.476,0.309,0.232,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,65.6,0.312,0.345,0.0,0.461,0.754,0.39,0.122,Muy Baja,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.259,0.0,0.386,1.0,0.411,0.308,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.113,0.0,0.461,0.886,0.365,0.274,Baja,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.488,0.0,0.461,0.997,0.487,0.365,Alta,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.274,0.0,0.386,1.0,0.415,0.311,Moderada,FAO,Rio Aconcagua
Sin información,Los Andes,87.5,0.75,0.985,0.0,0.461,1.0,0.611,0.459,Muy Alta,FAO,Rio Aconcagua
