nom_humed,region,comuna,tipo,poly_area,shape_area,cod_humed,FID,cut_reg,anomaly_pct,z_score,recent_mm,clim_mean_mm
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,1.06160042208,10620.6157698,,58371,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.898569376877,8989.44649012,,58372,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,0.0393727825971,393.984514638,,58373,05,311.9,4.42,199.3,48.38
Sin información,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,0.0175775016513,175.889686263,,58374,05,311.9,4.42,199.3,48.38
Sin información,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,0.358767095972,3589.87339826,,58375,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.5530187988,5532.90223155,,58376,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.705334225691,7056.26517259,,58377,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,0.246986513626,2471.41295017,,58378,05,311.9,4.42,199.3,48.38
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.697776770117,6980.82326406,,58379,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.529042346339,5292.18534756,,58380,05,366.9,5.13,201.1,43.07
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.0100448944118,100.502045617,,58381,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.0529972900043,530.35109556,,58382,05,311.9,4.42,199.3,48.38
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.437399261192,4375.89552654,,58383,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.933554274244,9339.53528775,,58384,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,0.00851906465933,85.2485138726,,58387,05,311.9,4.42,199.3,48.38
Sin información,Valparaíso,Algarrobo,Humedal no asociado a límite urbano,0.00924604403779,92.5134001585,,58388,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.188865405462,1889.70521103,,58389,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.248964843029,2490.99592333,,58391,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.846346891952,8467.01954422,,58393,05,430.2,6.28,217.6,41.04
Humedal Sector Tunquen 3,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0171569565648,171.691766879,HUR-05-148,58395,05,311.9,4.42,199.3,48.38
Humedal Sector Tunquen 4,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.183296579258,1834.27236934,HUR-05-149,58397,05,311.9,4.42,199.3,48.38
Humedal Sector Tunquen 5,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.510253128893,5106.17453844,HUR-05-150,58401,05,311.9,4.42,199.3,48.38
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.732021792984,7324.43072603,,58402,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,2.41682286613,24178.074119,,58403,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,3.33684341508,33388.0185047,,58404,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,1.52209038665,15226.391988,,58405,05,366.9,5.13,201.1,43.07
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.0189291310827,189.407577832,,58406,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.789214997668,7896.16779318,,58407,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,14.3544812677,143625.394019,,58408,05,345.9,5.01,199.3,44.7
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,2.32743938563,23284.6639179,,58409,05,430.2,6.28,217.6,41.04
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.0262397569336,262.57619408,,58410,05,311.9,4.42,199.3,48.38
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,1.75761976546,17581.831305,,58411,05,366.9,5.13,201.1,43.07
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.152383901388,1524.65544921,,58413,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,10.1672108527,101707.026369,,58414,05,360.9,5.07,196.7,42.68
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,71.0013249017,710332.265253,,58415,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.148997782253,1490.94030329,,58416,05,345.6,4.9,214.8,48.2
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.195304531474,1954.13900882,,58417,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,2.76070162946,27618.8870615,,58418,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,9.36714353118,93714.3993442,,58419,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,1.71189335555,17128.3654783,,58420,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,3.71692223358,37184.9888638,,58421,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.0744961048059,745.362404778,,58422,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,1.42697015449,14276.9465188,,58423,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.967472121976,9679.54985087,,58424,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,2.52919389654,25302.2936645,,58425,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.0294411535326,294.57075024,,58426,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,2.25084099436,22519.7439214,,58427,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.717673214629,7181.23872408,,58428,05,345.6,4.9,214.8,48.2
Sector Quintay N°4,Valparaíso,Casablanca,Humedal asociado a límite urbano,0.0370527382894,370.807317897,HUR-05-152,58429,05,345.6,4.9,214.8,48.2
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,9.1018114595,91073.9823904,,58430,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,2.43882339692,24398.3831102,,58431,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.0460593651287,460.894892985,,58433,05,345.6,4.9,214.8,48.2
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,5.74360832272,57469.322421,,58434,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,7.25025288736,72543.0677301,,58435,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,1.83505016145,18357.9925789,,58436,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,3.48052899439,34819.4107301,,58437,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.433592282232,4338.24767589,,58439,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Casablanca,Humedal no asociado a límite urbano,0.096929624793,969.939031919,,58440,05,345.6,4.9,214.8,48.2
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,3.83065815899,38318.7318837,,58443,05,360.9,5.07,196.7,42.68
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,3.93462578668,39357.3544367,,58446,05,305.3,4.04,196.7,48.53
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.0184999821099,185.05157563,,58447,05,305.3,4.04,196.7,48.53
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,1.80281641564,18038.9199611,,58450,05,446.0,6.43,240.8,44.1
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.451409537868,4516.00206782,,58459,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.5718982991,15724.3523061,,58462,05,360.9,5.07,196.7,42.68
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,7.24184461023,72448.7702133,,58463,05,466.8,6.78,227.0,40.05
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.0182197579939,182.336605878,,58464,05,262.4,3.77,181.1,49.97
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.59628420425,15969.8116021,,58466,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,2.08722969972,20879.3648298,,58469,05,380.7,5.35,199.0,41.4
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,11.2857896631,112872.59068,,58472,05,301.9,3.86,218.2,54.29
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,7.75104148454,77538.7950705,,58475,05,380.7,5.35,199.0,41.4
Embalse El Peral,Valparaíso,Valparaíso,Humedal asociado a límite urbano,3.42845785316,34304.8338894,HUR-05-41,58478,05,496.7,7.15,260.1,43.59
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.636306991451,6367.37443966,,58481,05,360.1,5.18,220.7,47.97
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.0352384177223,352.622339879,,58483,05,360.1,5.18,220.7,47.97
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.080556474884,806.104407761,,58484,05,360.1,5.18,220.7,47.97
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.067142228128,671.873169678,,58485,05,360.1,5.18,220.7,47.97
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.52569316716,15262.7482451,,58489,05,380.7,5.35,199.0,41.4
Sin información,Valparaíso,Valparaíso,Humedal no asociado a límite urbano,0.197526931902,1976.53781992,,58490,05,360.1,5.18,220.7,47.97
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.868190351386,8685.37729272,,58491,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,3.93166057193,39333.45884,,58492,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,1.46772430725,14682.7506586,,58494,05,380.7,5.35,199.0,41.4
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.302293069608,3024.2529139,,58495,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,1.87111865987,18717.9987639,,58496,05,380.7,5.35,199.0,41.4
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.354776657487,3549.31099901,,58497,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.73283366506,17335.9892655,,58498,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.438629831784,4388.21433335,,58499,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.471434545155,4716.44784051,,58500,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,2.23837494992,22392.0648926,,58501,05,380.7,5.35,199.0,41.4
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,31.9046176108,319127.885094,,58502,05,290.4,3.9,186.7,47.82
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.941235988552,9416.51946384,,58503,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,0.447526076585,4477.23478598,,58504,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Valparaíso,Humedal asociado a límite urbano,0.1592723239,1593.77100289,HUR-05-155,58507,05,360.1,5.18,220.7,47.97
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.574678714562,5748.23216414,,58512,05,290.4,3.9,186.7,47.82
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.92664024072,19274.3965195,,58514,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Quilpué,Humedal no asociado a límite urbano,1.85249863651,18532.8278173,,58521,05,409.9,5.87,204.2,40.05
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,0.739931539529,7401.99393256,,58527,05,380.7,5.35,199.0,41.4
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.746308880905,7465.03273895,,58532,05,290.4,3.9,186.7,47.82
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.635603150419,6357.61709163,,58534,05,290.4,3.9,186.7,47.82
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.70733769915,17078.7806783,,58543,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,2.46219488029,24629.7001666,,58544,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.60002337528,16004.5220993,,58545,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,14.2015754234,142055.213946,,58546,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,1.24730596481,12475.7732402,,58549,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,5.33274603538,53340.5946569,,58550,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,5.36075012775,53615.3897386,,58552,05,259.6,3.37,190.4,52.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.01371354542,10139.9457605,,58553,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,6.71156254583,67136.8533374,,58556,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.88994194814,18904.8364358,,58559,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,2.90041325671,29014.040795,,58560,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,9.60985554317,96122.0511391,,58561,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,2.35574060256,23561.7358593,,58562,05,259.6,3.37,190.4,52.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,13.131618067,131356.008347,,58563,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,3.97052791075,39716.0616119,,58564,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,12.1161338679,121187.414076,,58565,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.608123899367,6082.83744413,,58566,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.460934430221,4610.56802159,,58567,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,1.13389962506,11341.4315347,,58568,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,7.88084630729,78827.4358619,,58569,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,0.693589482864,6937.50817961,,58570,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,0.393061541515,3931.92933098,,58571,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,1.01240280819,10126.3460392,,58572,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,1.12181276322,11220.7950582,,58573,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.716511222588,7167.06165719,,58574,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,0.656763348035,6569.08911909,,58575,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Villa Alemana,Humedal no asociado a límite urbano,2.19374528773,21944.8050459,,58576,05,359.8,4.96,186.6,40.58
Sin información,Valparaíso,Limache,Humedal no asociado a límite urbano,0.326189555926,3262.75411007,,58577,05,307.2,4.11,191.2,46.95
Sin información,Valparaíso,Olmué,Humedal no asociado a límite urbano,3.10738288343,31081.2185397,,58579,05,307.2,4.11,191.2,46.95
