nom_humed,region,comuna,tipo,poly_area,shape_area,cod_humed,FID,cut_reg,anomaly_pct,z_score,recent_mm,clim_mean_mm
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.690299155615,6899.998,,81592,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.08062504609,30792.8287683,,81593,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,5.26328427747,52607.0443724,,81594,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0278791455202,278.666922287,,81595,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0850034165796,849.654851861,,81596,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.382499663915,3823.28304484,,81597,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.275650721288,2755.31208194,,81598,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.11424741359,11137.0269628,,81599,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.593803362953,5935.50766153,,81600,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.987601483012,9871.4395,,81601,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.498566576351,4983.49986697,,81602,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.19234399308,31909.891419,,81603,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0284608703087,284.481660518,,81604,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.124837675214,1247.81716475,,81605,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.83262145303,18317.994501,,81606,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0598217727005,597.950201187,,81607,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0569620099671,569.366344626,,81608,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,16.9483995276,169407.181382,,81609,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0174602091466,174.52381433,,81610,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.334215765202,3340.64811641,,81611,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.30900663258,13083.7794371,,81612,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.133710190119,1336.49951363,,81613,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.31059488324,13099.9925,,81614,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.01091186729,20100.0035,,81615,05,248.3,2.79,268.9,77.21
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0643553031895,643.264265769,,81616,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.16052879696,11600.0015,,81617,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,12.6773878634,126715.829,,81618,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0722873935776,722.549975651,,81619,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.53024171816,5299.99650001,,81620,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.283626772488,2834.98578059,,81621,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0801091728206,800.73290271,,81622,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0735115774707,734.785544112,,81623,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.126359817494,1263.02781043,,81624,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.740343030894,7399.99300001,,81625,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.282993387332,2828.67655754,,81626,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.23939705751,22384.4762254,,81627,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0771136446245,770.809772415,,81628,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0376957619432,376.797979682,,81629,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.535141913482,5349.14615187,,81630,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.600281202808,5999.9995,,81631,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0452160877286,451.958065646,,81632,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.00661318506529,66.1022118915,,81633,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.144048686554,1439.84067822,,81634,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0742160729503,741.827099778,,81635,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.15053504141,11500.0035,,81636,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0818152580712,817.795211325,,81637,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0992244871674,991.810968153,,81638,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0708810415402,708.499256142,,81639,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.173496880115,1734.20628723,,81640,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.36925955066,3690.9836276,,81641,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0377490560723,377.326118483,,81642,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0925632895535,925.228720822,,81643,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.31561813024,23145.9212449,,81644,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.592417210384,5921.52012072,,81645,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.800392929526,7999.99899999,,81646,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.281032554365,2809.06697572,,81647,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.862690184667,8623.09396165,,81648,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.646110045969,6458.21346102,,81649,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0450755224236,450.553653693,,81650,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.69199742675,16912.4202896,,81651,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0531083548098,530.845649721,,81652,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.550243953933,5499.998,,81653,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0143311394169,143.247242212,,81654,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.98151972,19806.3792529,,81655,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.510229771371,5100.00250001,,81656,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.193840404988,1937.53579299,,81657,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0263519927936,263.401805833,,81658,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.45752913067,24564.5454417,,81659,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0548605407492,548.359907055,,81660,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0556808150061,556.558451022,,81661,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.137789959428,1377.29455741,,81662,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.33957504681,3394.21201522,,81663,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.25191502448,12513.4922889,,81664,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.572723381495,5724.64993602,,81665,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.580267846341,5799.99700001,,81666,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.71287666208,7125.52675523,,81667,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,10.3100540578,103054.648368,,81668,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.31113120938,23100.0045,,81669,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.54054948068,15398.7262649,,81670,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.73876362184,17379.9823543,,81671,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.880375896015,8799.99600001,,81672,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.859763956556,8593.91044925,,81673,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.61126297443,16105.5695786,,81674,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,6.24276092787,62399.4099823,,81675,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.132062977899,1320.05407571,,81676,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.212457367893,2123.63952111,,81677,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0661571549912,661.281221693,,81678,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.665787282119,6654.96496607,,81679,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.210195035216,2100.92020617,,81680,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.92453989017,29231.0406028,,81681,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.208251034287,2081.60276654,,81682,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.753899823182,7535.6650795,,81683,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.346633699726,3464.81727762,,81684,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.461839584449,4616.37732506,,81685,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.97095821703,19700.0075,,81686,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.850390263564,8499.9985,,81687,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.07051705391,10700.0005,,81688,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.132752121398,1326.92816937,,81689,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.374373044333,3742.07710935,,81690,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.16800273164,11674.3860804,,81691,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.60333912275,16025.638164,,81692,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.630333863342,6300.52829454,,81693,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.748311167535,7479.51673385,,81694,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.36105434621,13603.987976,,81695,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,9.56872546113,95641.550148,,81696,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.550255738133,5499.99350001,,81697,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.03045647532,10299.9975,,81698,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.520249621568,5199.99680407,,81699,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.94012097807,29387.1176124,,81700,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,7.88799630423,78842.2271298,,81701,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,11.7580154519,117524.460231,,81702,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.13918185352,11386.420863,,81703,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.08099564263,20800.0035,,81704,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.160615516652,1605.38291382,,81705,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,18.9045627246,188955.732809,,81706,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0841370008277,840.967638319,,81707,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.495656268367,4954.19805477,,81708,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.110934444562,1108.85517262,,81709,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.32062972051,13199.9975,,81710,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.655388943462,6550.99692661,,81711,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.813346919299,8129.8909977,,81712,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.146012372157,1459.48467038,,81713,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.31530252193,3151.63946764,,81714,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.0629109583591,628.833232111,,81715,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,4.90208817533,48999.9865,,81716,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.39807263767,13974.5987043,,81717,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.640272308621,6400.0,,81718,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,14.7531418916,147460.83867,,81719,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,4.44302193993,44407.9968414,,81720,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.690912714825,6906.10580211,,81721,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.182336940317,1822.58606403,,81722,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.949112612492,9487.04381617,,81723,05,199.1,2.18,190.7,63.76
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.80172900321,38000.0065,,81724,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,9.47474797099,94699.983,,81725,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.560280412025,5600.0,,81726,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.47072392619,14700.0075,,81727,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.580290405312,5799.99799999,,81728,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.50808773251,25068.3521094,,81729,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.53076903734,15300.001,,81730,05,183.4,2.03,240.6,84.91
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.358910088512,3587.31518386,,81731,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.92190260541,39199.993,,81732,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.06051785267,10599.993,,81733,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.59534846108,35935.5500721,,81734,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.34065674693,13400.0,,81735,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.986477796284,9859.87549998,,81736,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,5.30239153791,53000.0005,,81737,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.860415494679,8599.99650001,,81738,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.770385590959,7700.0045,,81739,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.970470831587,9699.99750001,,81740,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.92096456177,19200.007,,81741,05,183.4,2.03,240.6,84.91
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.72039961173,7199.99550001,,81742,05,183.4,2.03,240.6,84.91
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.01050897095,10099.9975,,81743,05,183.4,2.03,240.6,84.91
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.570279858135,5699.998,,81744,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.90094887421,19000.0045,,81745,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.64031978273,6399.998,,81746,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.770384124919,7700.00149999,,81747,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.63181843834,36299.9905,,81748,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.701642825976,7012.53298815,,81749,05,183.4,2.03,240.6,84.91
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.8749931876,18740.7168317,,81750,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,21.6487344844,216379.836832,,81751,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.59422012943,15934.3973087,,81752,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.67671314498,16757.8511584,,81753,05,183.4,2.03,240.6,84.91
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.908070613619,9076.24659378,,81754,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,12.295476362,122899.994,,81755,05,203.5,2.25,229.7,75.68
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.363655241621,3634.55915067,,81756,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.510227729213,5100.001,,81757,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.29122585736,22900.0055,,81758,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.41244935706,4122.24342494,,81759,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,8.90394985815,89000.003,,81760,05,139.6,1.5,147.0,61.34
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.570309807145,5699.9975,,81761,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.05109221531,20499.9995,,81762,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.82098583664,18199.997,,81763,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.710383287921,7099.999,,81764,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.37776328398,13770.1421765,,81765,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.880470777473,8800.0025,,81766,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,6.94378641948,69400.0175,,81767,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.870392639177,8700.00299998,,81768,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.4576829833,14568.9093727,,81769,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.36183376679,33600.0045,,81770,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.05092353589,20500.0105,,81771,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.65074497794,16499.997,,81772,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.25120264882,22500.0045,,81773,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.26100770048,22599.9935,,81774,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,4.22835837514,42260.6665912,,81775,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.640285375402,6400.00499999,,81776,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.740368067655,7399.99350003,,81777,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.8709365946,18700.0025,,81778,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.70090654864,17000.0005,,81779,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.710316558898,7100.001,,81780,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.890472747356,8899.99749999,,81781,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.610301420238,6100.004,,81782,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.690343248842,6900.00049999,,81783,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.570255978676,5699.99500002,,81784,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.28068075605,12800.01,,81785,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,3.20227470056,32006.9539514,,81786,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,9.06403501296,90600.0105,,81787,05,139.6,1.5,147.0,61.34
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.760339879394,7600.00249999,,81788,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.990495828658,9899.99550002,,81789,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.580309317795,5800.00749999,,81790,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.20116918448,21999.9955,,81791,05,193.4,2.09,240.6,82.01
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,0.550271414222,5500.00150001,,81792,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,1.4707269871,14700.0005,,81793,05,199.6,2.17,218.0,72.77
Sin información,Valparaíso,Los Andes,Humedal no asociado a límite urbano,2.93155854104,29299.998,,81794,05,193.4,2.09,240.6,82.01
